uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
ad2655fc-fe2f-4ddb-909a-0eab7dcbb59a,"Palau Martí, Monserrat",The Dogon,1957,106,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"774,775",https://ehrafworldcultures.yale.edu/sres/ad2655fc-fe2f-4ddb-909a-0eab7dcbb59a
e0c9fccd-596e-46cc-bb40-b49b1bfc7b0f,"Paulme, Denise",Social organization of the Dogon (French Sudan),1940,117,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"562,582,672,682,775",https://ehrafworldcultures.yale.edu/sres/e0c9fccd-596e-46cc-bb40-b49b1bfc7b0f
a3ea80a4-23cf-40ba-9cd2-6873a747d28a,"Griaule, Marcel, 1898-1956",The pale fox,1986,292,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"5311,773,778",https://ehrafworldcultures.yale.edu/sres/a3ea80a4-23cf-40ba-9cd2-6873a747d28a
cc9142ab-a9bb-4f41-9c3b-a20aeafd4778,"Palau Martí, Monserrat",The Dogon,1957,107,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"167,769,773,778,794",https://ehrafworldcultures.yale.edu/sres/cc9142ab-a9bb-4f41-9c3b-a20aeafd4778
cc299744-9d4f-4a39-8c50-bf9941cb3ac9,"Ganay, Solange de",Dogon mottoes,1941,185,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"775,776,782,789",https://ehrafworldcultures.yale.edu/sres/cc299744-9d4f-4a39-8c50-bf9941cb3ac9
18ce98c4-e58c-4e77-a8e5-207d788984e3,"Parin, Paul","The Whites think too much: psychoanalytic investigations
            among the Dogon in West Africa",1963,281,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"123,159,773,825",https://ehrafworldcultures.yale.edu/sres/18ce98c4-e58c-4e77-a8e5-207d788984e3
7bde6909-f9ed-4715-93ff-2fd8733311c5,"Palau Martí, Monserrat",The Dogon,1957,121,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"613,769,778,794",https://ehrafworldcultures.yale.edu/sres/7bde6909-f9ed-4715-93ff-2fd8733311c5
a296d2b5-9952-4acf-9417-cb1da64b5e05,"Griaule, Marcel, 1898-1956",The pale fox,1986,462,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"773,776,778",https://ehrafworldcultures.yale.edu/sres/a296d2b5-9952-4acf-9417-cb1da64b5e05
397d411f-adb1-4f27-8130-5f1af82e6b96,"Laude, Jean, 1922-","African art of the Dogon: the myths of the cliff
         dwellers",1973,p.103,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"128,532,765,775",https://ehrafworldcultures.yale.edu/sres/397d411f-adb1-4f27-8130-5f1af82e6b96
d4a23fa5-f248-48a6-a0a5-c0b2b51d1986,"Parin, Paul","The Whites think too much: psychoanalytic investigations
            among the Dogon in West Africa",1963,148,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"124,159,775,828",https://ehrafworldcultures.yale.edu/sres/d4a23fa5-f248-48a6-a0a5-c0b2b51d1986
d587754f-646a-4677-a730-0f0276930935,"Griaule, Marcel, 1898-1956",The pale fox,1986,409,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"761,773",https://ehrafworldcultures.yale.edu/sres/d587754f-646a-4677-a730-0f0276930935
db810642-f7ac-43b1-b23b-942e99525fae,"Palau Martí, Monserrat",The Dogon,1957,117,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"532,769,794",https://ehrafworldcultures.yale.edu/sres/db810642-f7ac-43b1-b23b-942e99525fae
764df62d-575f-487d-af20-1252d0db2270,"Griaule, Marcel, 1898-1956",The pale fox,1986,290,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"5311,773,778",https://ehrafworldcultures.yale.edu/sres/764df62d-575f-487d-af20-1252d0db2270
fa5057ed-1b89-4f3c-8156-0a2eb363e6be,"Beek, W. E. A. van","Becoming human in Dogon, Mali",1992,58,Essay,Dogon,Africa,Western Africa,intensive agriculturalists,,775,https://ehrafworldcultures.yale.edu/sres/fa5057ed-1b89-4f3c-8156-0a2eb363e6be
dca07230-d97e-4971-b5dd-de19b6dbe33b,"Paulme, Denise",Social organization of the Dogon (French Sudan),1940,424,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"551,773",https://ehrafworldcultures.yale.edu/sres/dca07230-d97e-4971-b5dd-de19b6dbe33b
72bcd096-15bd-4ecb-93e7-c7b715d35edd,"Griaule, Marcel, 1898-1956",The pale fox,1986,243,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"131,5311,773,778",https://ehrafworldcultures.yale.edu/sres/72bcd096-15bd-4ecb-93e7-c7b715d35edd
a3294d5d-b9cf-4e97-ac7f-f42bf699cbca,"Paulme, Denise",Social organization of the Dogon (French Sudan),1940,481,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"178,539,764,775,782,783",https://ehrafworldcultures.yale.edu/sres/a3294d5d-b9cf-4e97-ac7f-f42bf699cbca
72ddcb55-ae6a-492e-a0f6-cab73eb16713,"Paulme, Denise",Social organization of the Dogon (French Sudan),1940,468,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,775,https://ehrafworldcultures.yale.edu/sres/72ddcb55-ae6a-492e-a0f6-cab73eb16713
128ce96b-c290-4dc9-95b2-f34f02d7804e,"Griaule, Marcel, 1898-1956",The pale fox,1986,42,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"613,778,793",https://ehrafworldcultures.yale.edu/sres/128ce96b-c290-4dc9-95b2-f34f02d7804e
c588b8f0-85c2-4468-9632-35588b7cad4e,"Paulme, Denise",Social organization of the Dogon (French Sudan),1940,403,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"539,551,769,775,782",https://ehrafworldcultures.yale.edu/sres/c588b8f0-85c2-4468-9632-35588b7cad4e
c3fa947e-5ad5-4bdc-9b2b-e52c89c9d27d,"Paulme, Denise",Social organization of the Dogon (French Sudan),1940,92,"Component part(s), monograph",Dogon,Africa,Western Africa,intensive agriculturalists,,"262,273,613,765,778",https://ehrafworldcultures.yale.edu/sres/c3fa947e-5ad5-4bdc-9b2b-e52c89c9d27d
