uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
77ade035-5848-4e7a-9c19-f966ab2df313,"Gill, Sam D., 1943-",Navajo views of their origin,1983,503,Essay,Navajo,North America,Southwest and Basin,agro-pastoralists,,"133,436,525,532,772,773,776,778,802,824,828,829",https://ehrafworldcultures.yale.edu/sres/77ade035-5848-4e7a-9c19-f966ab2df313
71221adb-ad6a-4c89-93f4-27485acb64ee,"Lamphere, Louise",Symbolic elements in Navajo ritual,1969,280,Journal Article,Navajo,North America,Southwest and Basin,agro-pastoralists,,"121,532,751,753,755,772,773,774,776,784",https://ehrafworldcultures.yale.edu/sres/71221adb-ad6a-4c89-93f4-27485acb64ee
2eddea53-26a7-4452-9268-5ff46a2b7ead,"Werner, Oswald",A taxonomic view of the traditional Navajo universe,1983,[p. 587],Essay,Navajo,North America,Southwest and Basin,agro-pastoralists,,"772,773,774,828",https://ehrafworldcultures.yale.edu/sres/2eddea53-26a7-4452-9268-5ff46a2b7ead
b983b5e1-9fa7-4e1e-a346-76e365c445fb,"Rapoport, Robert N.","Changing Navaho religious values: a study of Christian
         missions to the Rimrock Navahos",1954,[p.45],Monograph,Navajo,North America,Southwest and Basin,agro-pastoralists,,"181,771,772,779,795",https://ehrafworldcultures.yale.edu/sres/b983b5e1-9fa7-4e1e-a346-76e365c445fb
0ec86105-aca4-4ba0-ae70-fb46cb930867,"Rapoport, Robert N.","Changing Navaho religious values: a study of Christian
         missions to the Rimrock Navahos",1954,[p.46],Monograph,Navajo,North America,Southwest and Basin,agro-pastoralists,,"177,771,772,776,795",https://ehrafworldcultures.yale.edu/sres/0ec86105-aca4-4ba0-ae70-fb46cb930867
c42be3eb-c384-4853-b31b-e3c0aced80ba,"Brugge, David M.",A Comparative study of Navajo mortuary practices,1978,312,Journal Article,Navajo,North America,Southwest and Basin,agro-pastoralists,,"121,171,177,772,773,775",https://ehrafworldcultures.yale.edu/sres/c42be3eb-c384-4853-b31b-e3c0aced80ba
2979a753-4923-4e67-a200-16c271599888,"Aberle, David Friend, 1918-",Peyote religion among the Navajo,1983,[p. 559],Essay,Navajo,North America,Southwest and Basin,agro-pastoralists,,"186,192,276,776,778,779",https://ehrafworldcultures.yale.edu/sres/2979a753-4923-4e67-a200-16c271599888
233911ec-fbd8-485a-8852-870a0f25856a,"Bauer, Mark Carl",Navajo conflict management,1983,74,Monograph,Navajo,North America,Southwest and Basin,agro-pastoralists,,"562,773,776,779,796",https://ehrafworldcultures.yale.edu/sres/233911ec-fbd8-485a-8852-870a0f25856a
b793a68f-a08b-4ab9-88b9-fa82b5f27578,"Haile, Berard, 1874-1961",Why the Navaho hogan?,1942,46,Journal Article,Navajo,North America,Southwest and Basin,agro-pastoralists,,"342,533,772,773,776,783,796,822",https://ehrafworldcultures.yale.edu/sres/b793a68f-a08b-4ab9-88b9-fa82b5f27578
e33da38a-f392-4157-96db-31cccfc03be3,"Lamphere, Louise",Symbolic elements in Navajo ritual,1969,291,Journal Article,Navajo,North America,Southwest and Basin,agro-pastoralists,,"751,753,754,755,772,776,787,821,825",https://ehrafworldcultures.yale.edu/sres/e33da38a-f392-4157-96db-31cccfc03be3
