uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
0e7eef75-d3d2-401b-b0dc-16752234d718,"Titiev, Mischa, 1901-","Old Oraibi: a study of the Hopi Indians of the Third
         Mesa",1971,p.173,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"769,772,775,776,796,805,821",https://ehrafworldcultures.yale.edu/sres/0e7eef75-d3d2-401b-b0dc-16752234d718
6df02a63-73f2-4ec3-9e6f-a96cd284a174,"Eggan, Frederick Russell, 1906-",Social organization of the Western Pueblos,1950,58,"Component part(s), monograph",Hopi,North America,Southwest and Basin,intensive agriculturalists,,"775,776",https://ehrafworldcultures.yale.edu/sres/6df02a63-73f2-4ec3-9e6f-a96cd284a174
a087362e-2d49-4e1f-9f04-c5b8a238cbac,"Geertz, Armin W., 1948-","Children of cottonwood: piety and ceremonialism in Hopi Indian
         puppetry",1987,122,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"575,775",https://ehrafworldcultures.yale.edu/sres/a087362e-2d49-4e1f-9f04-c5b8a238cbac
68056ff3-0e0e-43a1-b694-704cd3ed9b21,"Titiev, Mischa, 1901-","Old Oraibi: a study of the Hopi Indians of the Third
         Mesa",1971,p.107,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"761,772,775,821,828",https://ehrafworldcultures.yale.edu/sres/68056ff3-0e0e-43a1-b694-704cd3ed9b21
aa410670-2dc6-4174-a77c-394a8d74a5ea,"Bradfield, Maitland","A natural history of associations: a study in the meaning of
         community",1973,42,"Component part(s), monograph",Hopi,North America,Southwest and Basin,intensive agriculturalists,,"764,774,775",https://ehrafworldcultures.yale.edu/sres/aa410670-2dc6-4174-a77c-394a8d74a5ea
88001140-6f2e-43bb-b8fd-0e9fa7ede2f4,"Bradfield, Maitland","A natural history of associations: a study in the meaning of
         community",1973,44,"Component part(s), monograph",Hopi,North America,Southwest and Basin,intensive agriculturalists,,"764,774,775,782",https://ehrafworldcultures.yale.edu/sres/88001140-6f2e-43bb-b8fd-0e9fa7ede2f4
117fc4eb-777d-4442-bebc-4324ac3d90ef,"Geertz, Armin W., 1948-","Children of cottonwood: piety and ceremonialism in Hopi Indian
         puppetry",1987,130,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"775,787",https://ehrafworldcultures.yale.edu/sres/117fc4eb-777d-4442-bebc-4324ac3d90ef
d643111e-e85b-4a06-b209-7617551b478a,"Titiev, Mischa, 1901-","Old Oraibi: a study of the Hopi Indians of the Third
         Mesa",1971,p.171,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"614,769,776,778,782,796,821",https://ehrafworldcultures.yale.edu/sres/d643111e-e85b-4a06-b209-7617551b478a
e8a16a49-7b75-4523-968b-92d18e3e5d73,"Titiev, Mischa, 1901-","Old Oraibi: a study of the Hopi Indians of the Third
         Mesa",1971,p. 134,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"773,775,881",https://ehrafworldcultures.yale.edu/sres/e8a16a49-7b75-4523-968b-92d18e3e5d73
dc299aad-59c7-46b5-9fe1-16f33b4dbb9f,"Titiev, Mischa, 1901-","Old Oraibi: a study of the Hopi Indians of the Third
         Mesa",1971,p.176,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"761,772,775",https://ehrafworldcultures.yale.edu/sres/dc299aad-59c7-46b5-9fe1-16f33b4dbb9f
