uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
86dd3cee-d396-4042-b5a9-2c0499a945a0,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,125,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,769,778,787",https://ehrafworldcultures.yale.edu/sres/86dd3cee-d396-4042-b5a9-2c0499a945a0
6a49965a-6abc-4dab-97c0-311aacb2f951,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,194,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,787,791",https://ehrafworldcultures.yale.edu/sres/6a49965a-6abc-4dab-97c0-311aacb2f951
10fdf068-89a4-46f4-a6c8-24a93071c2b3,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,238,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,769,782",https://ehrafworldcultures.yale.edu/sres/10fdf068-89a4-46f4-a6c8-24a93071c2b3
beddb145-48bb-4b12-9e30-61af764785b5,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,105,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,769,778,787,791",https://ehrafworldcultures.yale.edu/sres/beddb145-48bb-4b12-9e30-61af764785b5
894ae998-6640-4f27-b3ba-383bc7c8931f,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,125,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,769,778,784",https://ehrafworldcultures.yale.edu/sres/894ae998-6640-4f27-b3ba-383bc7c8931f
381a3755-bbe6-4256-ab0b-cc057d6c313c,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,190,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,782,787,791",https://ehrafworldcultures.yale.edu/sres/381a3755-bbe6-4256-ab0b-cc057d6c313c
6d42e931-3e19-4f20-90d6-6e8cec052155,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,377,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,121,764,772",https://ehrafworldcultures.yale.edu/sres/6d42e931-3e19-4f20-90d6-6e8cec052155
f302c121-ad62-4ef7-a0fc-81196b30747e,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,235,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,178,292,535,769,782",https://ehrafworldcultures.yale.edu/sres/f302c121-ad62-4ef7-a0fc-81196b30747e
e9f9a456-e064-40ac-9201-674eae89fb5b,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,172,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,764,787,791",https://ehrafworldcultures.yale.edu/sres/e9f9a456-e064-40ac-9201-674eae89fb5b
648ab2f7-4d4d-478f-8aac-b32db5dd01d2,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,123,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,171,774",https://ehrafworldcultures.yale.edu/sres/648ab2f7-4d4d-478f-8aac-b32db5dd01d2
edeb8ca1-f2b9-4b30-904a-76395bbbd572,"Berglund, Axel-Ivar",Zulu thought-patterns and symbolism,1976,240,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,171,769,771",https://ehrafworldcultures.yale.edu/sres/edeb8ca1-f2b9-4b30-904a-76395bbbd572
