uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
5fe25dd8-901e-4f65-b042-a80e104c1414,"Daguio, Amador Taguinod","Hudhud Hi Aliguyon: a translation of an Ifugao harvest song
         with introduction and notes",1952,34,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"538,574,769,787",https://ehrafworldcultures.yale.edu/sres/5fe25dd8-901e-4f65-b042-a80e104c1414
3da3caec-ad0c-43df-846a-64e19a96247c,"Barton, Roy Franklin, 1883-1947",The mythology of the Ifugaos,1955,212,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"115,539,764,775",https://ehrafworldcultures.yale.edu/sres/3da3caec-ad0c-43df-846a-64e19a96247c
8264675a-5c13-4ec7-91ff-d664f8058fc3,"Beyer, H. Otley (Henry Otley),
         1883-1966",An Ifugao burial ceremony,1911,234,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"152,292,766,769,775",https://ehrafworldcultures.yale.edu/sres/8264675a-5c13-4ec7-91ff-d664f8058fc3
ed7755e1-16e4-4ca8-bc56-55e5daa97dca,"Lambrecht, Francis","Ancestors' knowledge among the Ifugaos and its importance in
         the religious and social life of the tribe",1954,359,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"173,551,562,769,784,829",https://ehrafworldcultures.yale.edu/sres/ed7755e1-16e4-4ca8-bc56-55e5daa97dca
cbc52ec6-be58-480e-a2c5-33ffd05c89af,"Villaverde, Juan",The Ifugaos of Quiangan and vicinity,1909,259,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"372,764,775",https://ehrafworldcultures.yale.edu/sres/cbc52ec6-be58-480e-a2c5-33ffd05c89af
92797bec-89b5-432a-a856-5130ed80e478,"Dulawan, Lourdes",Ifugao baki: rituals for man and rice culture,1985,xii,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"121,769,775",https://ehrafworldcultures.yale.edu/sres/92797bec-89b5-432a-a856-5130ed80e478
361f1cd7-302d-4fd4-8a3a-5b2a10dc9a8f,"Barton, Roy Franklin, 1883-1947",The mythology of the Ifugaos,1955,218,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"539,765,775",https://ehrafworldcultures.yale.edu/sres/361f1cd7-302d-4fd4-8a3a-5b2a10dc9a8f
fc8bab3d-0da9-49cd-b262-b5b4ce4e7f8c,"Villaverde, Juan",The Ifugaos of Quiangan and vicinity,1909,248,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"192,261,262,273,282,538,539,554,753,755,756,761,764,765,766,774,775,776,782,789,821,824",https://ehrafworldcultures.yale.edu/sres/fc8bab3d-0da9-49cd-b262-b5b4ce4e7f8c
f0e0ab73-8eda-43b8-ad76-4440dc3233f4,"Lambrecht, Francis",The Mayawyaw ritual: VII. hunting and its ritual,1957,22,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"224,539,773,778,793",https://ehrafworldcultures.yale.edu/sres/f0e0ab73-8eda-43b8-ad76-4440dc3233f4
05f9fea2-4383-4241-b79d-e8dd0cffb23a,"Dulawan, Lourdes",Ifugao baki: rituals for man and rice culture,1985,xii,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"596,753,755,769,775,776,782,787",https://ehrafworldcultures.yale.edu/sres/05f9fea2-4383-4241-b79d-e8dd0cffb23a
d6e6234d-2419-4f60-93d4-1f92d40fac3b,"Barton, Roy Franklin, 1883-1947",The religion of the Ifugao,1946,206,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"771,789",https://ehrafworldcultures.yale.edu/sres/d6e6234d-2419-4f60-93d4-1f92d40fac3b
9375ba73-0c8a-40f6-a395-f545e0dbfe61,"Lambrecht, Francis",The Mayawyaw ritual: VII. hunting and its ritual,1957,22,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"224,539,773,778,793",https://ehrafworldcultures.yale.edu/sres/9375ba73-0c8a-40f6-a395-f545e0dbfe61
0f690367-16e0-44c6-9f9e-e595266ebd89,"Beyer, H. Otley (Henry Otley),
         1883-1966","Origin myths among the mountain peoples of the
         Philippines",1913,105,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"171,224,539,562,753,772,776,782,787,821,824,825",https://ehrafworldcultures.yale.edu/sres/0f690367-16e0-44c6-9f9e-e595266ebd89
a2f7d287-05e3-40a5-b8e7-3237879b292f,"Lambrecht, Francis","Ancestors' knowledge among the Ifugaos and its importance in
         the religious and social life of the tribe",1954,362,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"152,261,431,556,602,769,771,774,776,782",https://ehrafworldcultures.yale.edu/sres/a2f7d287-05e3-40a5-b8e7-3237879b292f
01e908c5-5fe3-40d6-be37-c5950b5a466f,"Lambrecht, Francis",The Mayawyaw ritual: parts 1-5,1932,361,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"769,774,775,776,782",https://ehrafworldcultures.yale.edu/sres/01e908c5-5fe3-40d6-be37-c5950b5a466f
590ff017-8cfa-48ad-80b3-1e9c499e7e7e,"Lambrecht, Francis",The Mayawyaw ritual: parts 1-5,1932,361,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"769,774,775,776,782",https://ehrafworldcultures.yale.edu/sres/590ff017-8cfa-48ad-80b3-1e9c499e7e7e
ec941ef5-063c-4c25-a517-5f4ac9eebc03,"Beyer, H. Otley (Henry Otley),
         1883-1966","Origin myths among the mountain peoples of the
         Philippines",1913,99,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"772,774,776",https://ehrafworldcultures.yale.edu/sres/ec941ef5-063c-4c25-a517-5f4ac9eebc03
1a60e6bb-85ee-4626-af09-b1a6d15e12e5,"Daguio, Amador Taguinod","Hudhud Hi Aliguyon: a translation of an Ifugao harvest song
         with introduction and notes",1952,23,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"772,775,776",https://ehrafworldcultures.yale.edu/sres/1a60e6bb-85ee-4626-af09-b1a6d15e12e5
c8827e69-4fde-43d0-b02e-3273636509cb,"Barton, Roy Franklin, 1883-1947",The harvest feast of the Kiangan Ifugao,1911,83,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"177,192,243,273,276,285,415,534,770,773,774,778,796,824",https://ehrafworldcultures.yale.edu/sres/c8827e69-4fde-43d0-b02e-3273636509cb
f22d8327-242a-41fa-99a8-d5b4c6313d62,"Lambrecht, Francis",The Mayawyaw ritual: parts 1-5,1932,305,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"752,774,776,787,843",https://ehrafworldcultures.yale.edu/sres/f22d8327-242a-41fa-99a8-d5b4c6313d62
2671ee7a-a8c2-4962-8dc0-41aecb51701e,"Barton, Roy Franklin, 1883-1947",The religion of the Ifugao,1946,68,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"753,771,773,776",https://ehrafworldcultures.yale.edu/sres/2671ee7a-a8c2-4962-8dc0-41aecb51701e
f2508fd3-3f64-4a2e-9de6-faf9e1ff71d1,"Barton, Roy Franklin, 1883-1947",The religion of the Ifugao,1946,67,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"753,771,773,776",https://ehrafworldcultures.yale.edu/sres/f2508fd3-3f64-4a2e-9de6-faf9e1ff71d1
1ffaa52d-1bf8-4205-b4d5-8fff6f2dc66c,"Barton, Roy Franklin, 1883-1947",The mythology of the Ifugaos,1955,9,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"771,773,776,789",https://ehrafworldcultures.yale.edu/sres/1ffaa52d-1bf8-4205-b4d5-8fff6f2dc66c
1f97622d-2543-4108-9ab1-49ece5f73cbf,"Beyer, H. Otley (Henry Otley),
         1883-1966","Origin myths among the mountain peoples of the
         Philippines",1913,114,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"184,538,584,593,771,773,776,832",https://ehrafworldcultures.yale.edu/sres/1f97622d-2543-4108-9ab1-49ece5f73cbf
2fa48c50-7b79-44fc-ad45-740c29becc4b,"Dulawan, Lourdes",Ifugao baki: rituals for man and rice culture,1985,x,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"243,773,776,778",https://ehrafworldcultures.yale.edu/sres/2fa48c50-7b79-44fc-ad45-740c29becc4b
8301678c-99a9-4f86-bccc-07a1d24abad8,"Barton, Roy Franklin, 1883-1947",The mythology of the Ifugaos,1955,9,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"182,773,776,778,789",https://ehrafworldcultures.yale.edu/sres/8301678c-99a9-4f86-bccc-07a1d24abad8
8c1e535b-8f2f-4db8-8f44-def621d7f374,"Lambrecht, Francis",The Mayawyaw ritual: parts 1-5,1932,361,Monograph,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"764,774,775,782",https://ehrafworldcultures.yale.edu/sres/8c1e535b-8f2f-4db8-8f44-def621d7f374
df1c539f-a0d0-4bf3-9a5b-1779d6946114,"Dulawan, Lourdes",Ifugao baki: rituals for man and rice culture,1985,x,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"777,782,787",https://ehrafworldcultures.yale.edu/sres/df1c539f-a0d0-4bf3-9a5b-1779d6946114
47a50fdb-56bb-407b-8972-3cdf9870fb58,"Villaverde, Juan",The Ifugaos of Quiangan and vicinity,1909,253,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"432,777,787",https://ehrafworldcultures.yale.edu/sres/47a50fdb-56bb-407b-8972-3cdf9870fb58
de43a776-f8e7-4a96-91d9-66ae5903af95,"Lambrecht, Francis","Ancestors' knowledge among the Ifugaos and its importance in
         the religious and social life of the tribe",1954,361,Journal Article,Ifugao,Asia,Southeast Asia,intensive agriculturalists,,"769,771,782,796,829",https://ehrafworldcultures.yale.edu/sres/de43a776-f8e7-4a96-91d9-66ae5903af95
